sentence,class
Unearth all medications with current effectiveness.,find_all_active_medications
Retrieve all medicines currently in effect.,find_all_active_medications
Uncover all operative drugs.,find_all_active_medications
Dig up all presently operational medications.,find_all_active_medications
Track down all drugs that are currently active.,find_all_active_medications
Locate all functional medications.,find_all_active_medications
Spot all drugs that are currently operating.,find_all_active_medications
Unearth all active drugs.,find_all_active_medications
Make a list of all drugs that are effective.,find_all_active_medications
Discover all medications currently having an effect.,find_all_active_medications
Sniff out all drugs that are still working.,find_all_active_medications
Search for all active drugs.,find_all_active_medications
Turn up all currently effective medicines.,find_all_active_medications
Uncover all medications that are currently in action.,find_all_active_medications
Unearth all drugs that are still functioning.,find_all_active_medications
Source all medicines currently in play.,find_all_active_medications
Seek out all medications that are currently in force.,find_all_active_medications
Locate all active drugs in use.,find_all_active_medications
Find all medicines currently in effect.,find_all_active_medications
Track down all drugs currently having any impact.,find_all_active_medications
Find all currently functional medicines.,find_all_active_medications
Pinpoint all medications being used currently.,find_all_active_medications
Sniff out all drugs with current efficacy.,find_all_active_medications
Identify all medications that are currently active.,find_all_active_medications
Retrieve all drugs with current force.,find_all_active_medications
Find all remedies which are presently in operation.,find_all_active_medications
Track down all medicines which are currently performing.,find_all_active_medications
Discover all drugs which are still operating.,find_all_active_medications
Source all operative drugs.,find_all_active_medications
Make a list of all drugs currently in play.,find_all_active_medications
Locate all medications with present effect.,find_all_active_medications
Track down all medicines that are functioning.,find_all_active_medications
Seek out all drugs currently active.,find_all_active_medications
Turn up all drugs currently in force.,find_all_active_medications
Unearth all medicines with existing influence.,find_all_active_medications
Pinpoint any medications with current strength.,find_all_active_medications
Retrieve all drugs operating presently.,find_all_active_medications
Identify all drugs currently in use.,find_all_active_medications
Discover all medicines currently having efficacy.,find_all_active_medications
Find all remedies with current capability.,find_all_active_medications
Locate all medications that are presently in action.,find_all_active_medications
Find all drugs now functioning.,find_all_active_medications
Search for all currently active medicines.,find_all_active_medications
Make a list of all drugs that are now operative.,find_all_active_medications
Sniff out all medications currently in effect.,find_all_active_medications
Pinpoint all medicine with present efficiency.,find_all_active_medications
Track down any drugs with current force.,find_all_active_medications
Seek out all drugs still operative.,find_all_active_medications
Locate all drugs which are currently in play.,find_all_active_medications
Unearth all remedies which are currently being used.,find_all_active_medications
Discover all medications which are currently in use.,find_all_active_medications
Retrieve all medicines that are now active.,find_all_active_medications
Spot any drugs with present effect.,find_all_active_medications
Make a list of all medications presently having an impact.,find_all_active_medications
Uncover all drugs currently in action.,find_all_active_medications
Find all drugs now having a force.,find_all_active_medications
Locate any medicines with present capability.,find_all_active_medications
Track down all medications that are presently effective.,find_all_active_medications
Sniff out any drugs which are now operating.,find_all_active_medications
Discover all drugs with existing efficacy.,find_all_active_medications
Seek out all remedies now performing.,find_all_active_medications
Turn up all drugs that are currently able.,find_all_active_medications
Collect all drugs with current ability.,find_all_active_medications
Find all medicines now functioning.,find_all_active_medications
Retrieve all medications currently having an effect.,find_all_active_medications
Make a list of all medicines with existing performance.,find_all_active_medications
Locate all drugs with current operation.,find_all_active_medications
Unearth any medications which are currently in force.,find_all_active_medications
Pinpoint all drugs that are currently acting.,find_all_active_medications
Discover all medicines current in play.,find_all_active_medications
Track down all drugs which are currently in use.,find_all_active_medications
Find all remedies presently working.,find_all_active_medications
Seek out all medications with current strength.,find_all_active_medications
Uncover all drugs that are now operating.,find_all_active_medications
Retrieve all medicine now having an effect.,find_all_active_medications
Make a list of any interactive drugs.,find_all_active_medications
Locate all medicines currently performing.,find_all_active_medications
Spot any drugs currently in play.,find_all_active_medications
