sentence,class
Unearth all current medications.,find_all_active_medications
Locate all presently taken meds.,find_all_active_medications
Unearth all active drugs.,find_all_active_medications
Track down all active medications.,find_all_active_medications
Unearth all active remedy.,find_all_active_medications
Identify all medications in use.,find_all_active_medications
Pinpoint all effective drugs.,find_all_active_medications
Scan for all in-use medications.,find_all_active_medications
Discover all active medicines,find_all_active_medications
Investigate all active meds.,find_all_active_medications
Scout for all medicine in use.,find_all_active_medications
Hunt for all active pharmaceuticals.,find_all_active_medications
Search out all current medications,find_all_active_medications
Forage for all medications in use.,find_all_active_medications
Suss out all workings meds.,find_all_active_medications
Find all medicines taken.,find_all_active_medications
Fetch all active drugs.,find_all_active_medications
Dig up all medications in use.,find_all_active_medications
Track all drugs currently taken.,find_all_active_medications
Pick up all meds employed.,find_all_active_medications
Spot all medicines taken.,find_all_active_medications
Pick out all employed pharmaceuticals.,find_all_active_medications
Uncover all presently used medicines.,find_all_active_medications
Locate all presently taken pharmaceuticals.,find_all_active_medications
Catch all drugs taken.,find_all_active_medications
Discover all meds accustomed.,find_all_active_medications
Scout for all active drugs.,find_all_active_medications
Pick up all medicines taken.,find_all_active_medications
Hunt for all working medications.,find_all_active_medications
Research all medicines accepted.,find_all_active_medications
Establish all working drugs.,find_all_active_medications
Track down all pharmaceuticals in use.,find_all_active_medications
Elevate all Cure active.,find_all_active_medications
To unearth all medicines taken.,find_all_active_medications
Collect all prescriptions taken.,find_all_active_medications
Trace all active treatments.,find_all_active_medications
Search all drugs employed.,find_all_active_medications
Apprehend all active medications.,find_all_active_medications
Unearth all drugs currently taken.,find_all_active_medications
Locate all medicines in action.,find_all_active_medications
Uncover all remedys in use.,find_all_active_medications
Detect all medicine taken.,find_all_active_medications
Spot all medicine in action.,find_all_active_medications
Trace all pharmaceutics in use.,find_all_active_medications
Search out all medications accepted.,find_all_active_medications
Study all pharmaceuticals currently taken.,find_all_active_medications
Review all remedies accepted.,find_all_active_medications
Apprehend all drugs taken.,find_all_active_medications
Pick out all treatments active.,find_all_active_medications
Look into all meds used.,find_all_active_medications
Scan for all pharmaceuticals employed.,find_all_active_medications
Track all medications utilized.,find_all_active_medications
Investigate all cure accepted.,find_all_active_medications
Establish all prescriptions currently taken.,find_all_active_medications
To pick out all medications active.,find_all_active_medications
Check up on all medicines taken.,find_all_active_medications
Pinpoint all meds accepted.,find_all_active_medications
Uncover all medications utilized.,find_all_active_medications
Scout for all drugs in action.,find_all_active_medications
Ascertain all medications acting.,find_all_active_medications
Search for all pharmaceuticals in use.,find_all_active_medications
Fish for all drugs taken.,find_all_active_medications
Discover all medications employed.,find_all_active_medications
Retrieve all medicines active.,find_all_active_medications
Research all drugs in use.,find_all_active_medications
Survey all medicine in action.,find_all_active_medications
Unearth all pharmacologic currently taken.,find_all_active_medications
Identify all drugs operating.,find_all_active_medications
Intuit all treatment taken.,find_all_active_medications
Hunt all meds taken.,find_all_active_medications
Find all medicines accepted.,find_all_active_medications
Fetch all pharmaceuticals in use.,find_all_active_medications
